aufgabe,schwierigkeit,instruction,input,output
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 28.02.2026 gegen 16:44 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 16.01.2026 gegen 23:16 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Daten wurden unbefugt gelöscht oder verändert. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 01.02.2026 gegen 23:19 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Daten wurden unbefugt gelöscht oder verändert.","§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 13.04.2026 gegen 10:44 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Es wurden gefälschte Dokumente verwendet.,"§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 14.02.2026 gegen 11:29 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Eine Person wurde körperlich verletzt.,"§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 23.01.2026 gegen 11:08 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 05.03.2026 gegen 04:45 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Es wurde fremdes Eigentum entwendet.","§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 04.01.2026 gegen 06:48 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.","§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 12.03.2026 gegen 07:03 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Unter Anwendung von Gewalt wurde einer Person ein Gegenstand weggenommen.,"§ 249 StGB (Raub). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 05.04.2026 gegen 04:39 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 11.04.2026 gegen 23:10 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Es wurde fremdes Eigentum entwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.","§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 28.01.2026 gegen 06:54 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.,"§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 06.02.2026 gegen 04:04 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten.","§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 19.04.2026 gegen 00:34 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Daten wurden unbefugt gelöscht oder verändert. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 12.03.2026 gegen 23:08 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung WhatsApp. Es wurde fremdes Eigentum entwendet.","§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 20.01.2026 gegen 04:46 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Es wurden gefälschte Dokumente verwendet. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 10.03.2026 gegen 22:59 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Es wurde fremdes Eigentum entwendet.","§ 242 StGB (Diebstahl). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Abzugrenzen ist § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 02.01.2026 gegen 05:53 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Daten wurden unbefugt gelöscht oder verändert. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 303a StGB (Datenveränderung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 23.02.2026 gegen 20:47 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Es wurden gefälschte Dokumente verwendet.,"§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 05.01.2026 gegen 06:35 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person wurde körperlich verletzt.","§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 20.04.2026 gegen 09:51 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Smartphone verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Es wurden gefälschte Dokumente verwendet.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 06.04.2026 gegen 03:49 Uhr wurde ein Vorfall in der Karlstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung E-Mail. Es wurden gefälschte Dokumente verwendet.","§ 267 StGB (Urkundenfälschung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. In Betracht kommt auch § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 25.03.2026 gegen 02:22 Uhr wurde ein Vorfall in der Bahnhofstraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Laptop verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Telegram. Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.","§ 263 StGB (Betrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 07.04.2026 gegen 17:36 Uhr wurde ein Vorfall in der Schillerstraße gemeldet. Eine Person verschaffte sich unbefugt Zugriff auf geschützte Daten. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 202a StGB (Ausspähen von Daten). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Möglich ist zudem § 202b StGB (Abfangen von Daten)."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.","Am 15.03.2026 gegen 19:08 Uhr wurde ein Vorfall in der Industriestraße gemeldet. Im Rahmen der Ermittlungen wurde festgestellt, dass ein Tablet verwendet wurde, insbesondere im Zusammenhang mit der Anwendung Google Maps. Durch Manipulation eines IT-Systems wurden unrechtmäßige Transaktionen ausgelöst.","§ 263a StGB (Computerbetrug). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Ein Konkurrenzverhältnis zwischen Betrug und Computerbetrug ist zu prüfen."
Tatbestand klassifizieren,fortgeschritten,"Ordne den beschriebenen Sachverhalt dem passenden Tatbestand aus dem StGB zu. Gib Paragraph, Namen des Tatbestands und eine kurze Begründung an. Weise auf mögliche Konkurrenztatbestände hin.",Am 30.04.2026 gegen 15:49 Uhr wurde ein Vorfall in der Hauptstraße gemeldet. Eine Person wurde körperlich verletzt. Die Angaben der Beteiligten sind teilweise widersprüchlich.,"§ 223 StGB (Körperverletzung). Der Sachverhalt erfüllt die Merkmale dieses Tatbestands, da die beschriebenen Handlungen tatbestandsmäßig sind. Weitere Konkurrenztatbestände sind im Einzelfall zu prüfen."
