aufgabe,schwierigkeit,instruction,input,tatbestand,begruendung,konkurrenz,output
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person entwendete eine fremde bewegliche Sache aus einem Geschäft, ohne zu bezahlen.",§ 242 StGB,"Die Tat erfüllt den Tatbestand des Diebstahl, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Abgrenzung zu § 249 StGB (Raub) bei Gewaltanwendung.,"§ 242 StGB (Diebstahl). Die Tat erfüllt den Tatbestand des Diebstahl, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Abgrenzung zu § 249 StGB (Raub) bei Gewaltanwendung."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter verletzte eine Person unter Einsatz eines gefährlichen Werkzeugs.,§ 224 StGB,"Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 224 StGB (Gefährliche Körperverletzung). Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person behauptete gegenüber Dritten eine ehrenrührige Tatsache.,§ 186 StGB,"Die Tat erfüllt den Tatbestand des Üble Nachrede, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 186 StGB (Üble Nachrede). Die Tat erfüllt den Tatbestand des Üble Nachrede, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person zerstörte vorsätzlich fremdes Eigentum.,§ 303 StGB,"Die Tat erfüllt den Tatbestand des Sachbeschädigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 303 StGB (Sachbeschädigung). Die Tat erfüllt den Tatbestand des Sachbeschädigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter löschte oder veränderte unbefugt digitale Daten.,§ 303a StGB,"Die Tat erfüllt den Tatbestand des Datenveränderung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 303 StGB (Sachbeschädigung).,"§ 303a StGB (Datenveränderung). Die Tat erfüllt den Tatbestand des Datenveränderung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 303 StGB (Sachbeschädigung)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person stellte ein falsches Dokument her, um es im Rechtsverkehr zu verwenden.",§ 267 StGB,"Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263 StGB (Betrug).,"§ 267 StGB (Urkundenfälschung). Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.,§ 263 StGB,"Die Tat erfüllt den Tatbestand des Betrug, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263a StGB (Computerbetrug).,"§ 263 StGB (Betrug). Die Tat erfüllt den Tatbestand des Betrug, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263a StGB (Computerbetrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person zerstörte vorsätzlich fremdes Eigentum.,§ 303 StGB,"Die Tat erfüllt den Tatbestand des Sachbeschädigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 303 StGB (Sachbeschädigung). Die Tat erfüllt den Tatbestand des Sachbeschädigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter bedrohte eine Person und nahm ihr gewaltsam Wertgegenstände ab.,§ 249 StGB,"Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt.,"§ 249 StGB (Raub). Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person stellte ein falsches Dokument her, um es im Rechtsverkehr zu verwenden.",§ 267 StGB,"Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263 StGB (Betrug).,"§ 267 StGB (Urkundenfälschung). Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Fahrzeugführer entfernte sich nach einem Unfall vom Unfallort.,§ 142 StGB,"Die Tat erfüllt den Tatbestand des Unerlaubtes Entfernen vom Unfallort, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 142 StGB (Unerlaubtes Entfernen vom Unfallort). Die Tat erfüllt den Tatbestand des Unerlaubtes Entfernen vom Unfallort, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person stellte ein falsches Dokument her, um es im Rechtsverkehr zu verwenden.",§ 267 StGB,"Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263 StGB (Betrug).,"§ 267 StGB (Urkundenfälschung). Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter fing Daten während der Übertragung in einem Netzwerk ab.,§ 202b StGB,"Die Tat erfüllt den Tatbestand des Abfangen von Daten, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 202a StGB (Ausspähen von Daten).,"§ 202b StGB (Abfangen von Daten). Die Tat erfüllt den Tatbestand des Abfangen von Daten, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 202a StGB (Ausspähen von Daten)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter verletzte eine Person unter Einsatz eines gefährlichen Werkzeugs.,§ 224 StGB,"Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 224 StGB (Gefährliche Körperverletzung). Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person verletzte eine andere körperlich.,§ 223 StGB,"Die Tat erfüllt den Tatbestand des Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 223 StGB (Körperverletzung). Die Tat erfüllt den Tatbestand des Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person stellte ein falsches Dokument her, um es im Rechtsverkehr zu verwenden.",§ 267 StGB,"Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263 StGB (Betrug).,"§ 267 StGB (Urkundenfälschung). Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person stellte ein falsches Dokument her, um es im Rechtsverkehr zu verwenden.",§ 267 StGB,"Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263 StGB (Betrug).,"§ 267 StGB (Urkundenfälschung). Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Ein Täter manipulierte ein IT-System, sodass unberechtigte Zahlungen ausgelöst wurden.",§ 263a StGB,"Die Tat erfüllt den Tatbestand des Computerbetrug, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Abgrenzung zu § 263 StGB (Betrug).,"§ 263a StGB (Computerbetrug). Die Tat erfüllt den Tatbestand des Computerbetrug, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Abgrenzung zu § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter verletzte eine Person unter Einsatz eines gefährlichen Werkzeugs.,§ 224 StGB,"Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 224 StGB (Gefährliche Körperverletzung). Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person stellte ein falsches Dokument her, um es im Rechtsverkehr zu verwenden.",§ 267 StGB,"Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263 StGB (Betrug).,"§ 267 StGB (Urkundenfälschung). Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter bedrohte eine Person und nahm ihr gewaltsam Wertgegenstände ab.,§ 249 StGB,"Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt.,"§ 249 StGB (Raub). Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person zerstörte vorsätzlich fremdes Eigentum.,§ 303 StGB,"Die Tat erfüllt den Tatbestand des Sachbeschädigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 303 StGB (Sachbeschädigung). Die Tat erfüllt den Tatbestand des Sachbeschädigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter bedrohte eine Person und nahm ihr gewaltsam Wertgegenstände ab.,§ 249 StGB,"Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt.,"§ 249 StGB (Raub). Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter fing Daten während der Übertragung in einem Netzwerk ab.,§ 202b StGB,"Die Tat erfüllt den Tatbestand des Abfangen von Daten, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 202a StGB (Ausspähen von Daten).,"§ 202b StGB (Abfangen von Daten). Die Tat erfüllt den Tatbestand des Abfangen von Daten, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 202a StGB (Ausspähen von Daten)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person äußerte ehrverletzende Aussagen gegenüber einer anderen.,§ 185 StGB,"Die Tat erfüllt den Tatbestand des Beleidigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 185 StGB (Beleidigung). Die Tat erfüllt den Tatbestand des Beleidigung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,"Eine Person stellte ein falsches Dokument her, um es im Rechtsverkehr zu verwenden.",§ 267 StGB,"Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263 StGB (Betrug).,"§ 267 StGB (Urkundenfälschung). Die Tat erfüllt den Tatbestand des Urkundenfälschung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263 StGB (Betrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person täuschte eine andere über einen Sachverhalt und erlangte dadurch Geld.,§ 263 StGB,"Die Tat erfüllt den Tatbestand des Betrug, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Möglich ist § 263a StGB (Computerbetrug).,"§ 263 StGB (Betrug). Die Tat erfüllt den Tatbestand des Betrug, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Möglich ist § 263a StGB (Computerbetrug)."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter verletzte eine Person unter Einsatz eines gefährlichen Werkzeugs.,§ 224 StGB,"Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 224 StGB (Gefährliche Körperverletzung). Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Eine Person verbreitete wissentlich falsche ehrenrührige Tatsachen.,§ 187 StGB,"Die Tat erfüllt den Tatbestand des Verleumdung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 187 StGB (Verleumdung). Die Tat erfüllt den Tatbestand des Verleumdung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter bedrohte eine Person und nahm ihr gewaltsam Wertgegenstände ab.,§ 249 StGB,"Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt.,"§ 249 StGB (Raub). Die Tat erfüllt den Tatbestand des Raub, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Abgrenzung zu § 242 StGB (Diebstahl) ohne Gewalt."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter verletzte eine Person unter Einsatz eines gefährlichen Werkzeugs.,§ 224 StGB,"Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 224 StGB (Gefährliche Körperverletzung). Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
Tatbestand klassifizieren,fortgeschritten,Ordne den Sachverhalt einem Tatbestand zu und begründe.,Ein Täter verletzte eine Person unter Einsatz eines gefährlichen Werkzeugs.,§ 224 StGB,"Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist.",Weitere Konkurrenztatbestände sind zu prüfen.,"§ 224 StGB (Gefährliche Körperverletzung). Die Tat erfüllt den Tatbestand des Gefährliche Körperverletzung, da die Handlung tatbestandsmäßig, rechtswidrig und schuldhaft ist. Weitere Konkurrenztatbestände sind zu prüfen."
